date,target_pm25,neighbor_avg_pm25,temperature,humidity,wind_speed
2024-11-24,5.0,10.5,25.3,49.3,13.4
2024-11-25,15.1,14.3,23.1,61.4,9.8
2024-11-26,5.0,7.3,24.7,56.5,8.3
2024-11-27,6.3,5.0,25.6,55.9,10.3
2024-11-28,5.0,9.3,21.9,72.6,10.6
2024-11-29,8.3,12.3,25.2,58.0,6.0
2024-11-30,5.0,9.3,23.4,52.7,10.5
2024-12-01,5.0,10.5,25.2,54.2,12.0
2024-12-02,5.3,13.2,23.2,62.0,15.8
2024-12-03,5.6,5.0,21.6,56.7,14.9
2024-12-04,5.0,5.8,21.8,48.8,15.6
2024-12-05,11.5,15.2,24.3,60.5,5.1
2024-12-06,14.0,19.0,24.6,52.5,8.3
2024-12-07,5.0,6.0,22.8,65.1,14.9
2024-12-08,5.0,5.2,25.1,61.1,12.3
2024-12-09,7.1,6.2,21.7,53.4,5.1
2024-12-10,5.0,5.0,24.0,61.9,17.1
2024-12-11,5.0,5.0,22.3,55.8,16.6
2024-12-12,5.0,5.0,23.1,59.7,13.2
2024-12-13,6.2,6.5,24.2,57.8,6.0
2024-12-14,5.0,9.1,22.8,51.1,16.5
2024-12-15,5.0,9.1,23.5,52.0,13.8
2024-12-16,5.0,6.8,25.6,60.3,16.7
2024-12-17,5.0,6.8,23.2,53.5,16.3
2024-12-18,5.0,8.8,25.3,53.1,17.0
2024-12-19,5.0,5.0,22.3,50.3,12.8
2024-12-20,5.5,9.8,24.8,57.2,7.1
2024-12-21,5.0,11.9,26.2,65.4,15.1
2024-12-22,5.0,6.0,20.3,49.7,14.3
2024-12-23,5.0,7.0,22.8,55.1,16.1
2024-12-24,5.0,10.2,24.9,62.1,7.5
2024-12-25,5.0,6.2,23.7,54.6,7.9
2024-12-26,5.0,10.4,24.6,57.3,18.4
2024-12-27,5.0,8.0,23.1,49.7,16.2
2024-12-28,5.0,13.4,24.1,57.2,18.6
2024-12-29,5.0,9.7,23.8,54.1,16.4
2024-12-30,5.0,9.4,25.8,60.0,14.0
2024-12-31,5.0,9.7,24.4,61.0,14.8
2025-01-01,5.0,7.0,24.5,68.0,18.3
2025-01-02,5.0,6.3,23.4,58.0,13.7
2025-01-03,5.0,10.2,23.3,56.8,14.5
2025-01-04,7.3,9.1,23.4,56.2,7.3
2025-01-05,5.0,5.0,24.7,53.5,12.1
2025-01-06,5.0,13.8,23.4,57.0,15.7
2025-01-07,5.0,9.7,24.5,53.9,9.1
2025-01-08,5.0,6.7,27.2,56.2,8.0
2025-01-09,5.0,6.1,25.4,62.1,9.7
2025-01-10,5.0,7.3,23.7,50.5,8.6
2025-01-11,5.0,8.2,26.0,61.3,8.2
2025-01-12,5.0,5.0,23.6,62.3,11.4
2025-01-13,5.0,15.1,21.1,55.2,18.6
2025-01-14,5.0,5.2,22.7,45.2,12.6
2025-01-15,5.0,6.6,21.4,52.9,7.8
2025-01-16,5.0,6.3,23.7,62.5,6.2
2025-01-17,5.0,14.1,24.3,56.0,15.4
2025-01-18,5.0,6.9,26.8,51.2,10.7
2025-01-19,5.0,13.2,24.8,53.8,17.3
2025-01-20,5.0,9.2,24.1,60.6,14.9
2025-01-21,5.0,5.5,25.7,59.3,16.9
2025-01-22,5.0,7.2,21.1,55.5,9.1
2025-01-23,5.0,7.7,24.8,54.9,15.4
2025-01-24,5.0,5.0,25.7,54.9,9.0
2025-01-25,5.0,9.9,22.3,52.4,19.1
2025-01-26,5.0,8.0,26.3,65.2,14.5
2025-01-27,5.0,8.6,25.1,55.7,9.9
2025-01-28,5.0,7.4,24.0,63.5,9.0
2025-01-29,5.0,5.0,25.6,65.2,7.9
2025-01-30,5.0,10.4,28.1,62.7,15.4
2025-01-31,5.0,5.0,25.0,55.7,8.3
2025-02-01,5.0,5.0,25.2,60.0,13.9
2025-02-02,5.0,7.2,24.2,58.1,9.0
2025-02-03,5.0,6.3,23.6,53.8,14.9
2025-02-04,5.0,9.6,26.2,60.1,17.2
2025-02-05,5.0,14.3,23.7,52.8,16.7
2025-02-06,5.0,14.4,25.1,64.8,16.4
2025-02-07,5.0,6.1,24.4,56.7,7.8
2025-02-08,5.6,5.0,25.8,60.2,6.3
2025-02-09,5.0,9.9,25.7,60.8,15.5
2025-02-10,5.0,6.0,26.8,58.3,10.5
2025-02-11,5.0,8.5,24.5,62.7,11.5
2025-02-12,8.3,7.4,24.9,57.6,5.5
2025-02-13,5.0,7.5,23.9,64.5,8.9
2025-02-14,7.1,5.8,24.8,53.6,5.5
2025-02-15,5.0,12.2,26.0,61.2,18.2
2025-02-16,5.0,5.0,26.7,70.4,8.7
2025-02-17,5.0,9.7,24.2,55.9,13.4
2025-02-18,7.6,5.0,26.9,57.7,5.6
2025-02-19,5.0,10.3,27.7,63.9,15.0
2025-02-20,5.0,5.0,26.4,62.5,9.8
2025-02-21,5.0,9.5,28.6,63.5,18.5
2025-02-22,5.0,11.7,24.7,64.4,18.3
2025-02-23,9.4,10.8,24.1,65.4,9.9
2025-02-24,5.0,5.6,23.3,68.0,18.5
2025-02-25,5.0,10.5,28.3,64.7,19.9
2025-02-26,5.0,6.0,27.1,61.7,17.4
2025-02-27,5.0,7.3,26.1,66.5,17.7
2025-02-28,5.0,7.5,26.6,72.8,8.7
2025-03-01,5.0,11.8,24.6,62.9,13.7
2025-03-02,6.5,7.8,30.0,58.9,6.0
2025-03-03,14.0,15.3,26.6,69.6,6.4
2025-03-04,5.0,11.2,26.6,63.7,20.0
2025-03-05,15.8,18.0,27.6,53.7,9.9
2025-03-06,5.0,10.2,27.3,69.0,16.2
2025-03-07,5.0,11.7,27.0,62.3,17.1
2025-03-08,5.0,7.6,25.5,64.8,17.9
2025-03-09,5.0,5.0,27.5,67.1,20.0
2025-03-10,8.1,7.3,29.7,66.7,8.6
2025-03-11,12.8,17.6,28.9,69.5,5.6
2025-03-12,5.0,7.1,29.4,64.1,11.2
2025-03-13,14.9,15.2,26.3,69.0,7.0
2025-03-14,11.6,16.2,25.6,65.4,5.3
2025-03-15,8.6,10.4,27.0,70.7,10.4
2025-03-16,5.0,5.0,27.3,70.3,16.8
2025-03-17,5.0,5.0,29.0,62.8,13.5
2025-03-18,7.4,10.6,24.9,73.2,9.7
2025-03-19,5.0,7.8,29.8,65.3,14.8
2025-03-20,5.0,11.1,27.3,72.3,8.5
2025-03-21,16.0,14.8,27.0,70.4,5.2
2025-03-22,7.6,10.0,26.2,78.0,16.5
2025-03-23,5.0,5.2,25.3,67.9,14.4
2025-03-24,5.0,6.7,29.0,67.5,16.4
2025-03-25,11.8,7.3,28.0,69.5,5.6
2025-03-26,5.0,7.4,26.0,68.3,17.6
2025-03-27,5.4,8.1,26.1,74.1,14.3
2025-03-28,8.6,10.9,27.6,62.2,13.5
2025-03-29,9.4,18.7,30.7,65.3,14.4
2025-03-30,5.0,14.1,27.8,65.5,18.0
2025-03-31,5.0,5.5,26.0,75.8,13.8
2025-04-01,5.0,5.0,28.0,79.9,13.7
2025-04-02,9.7,13.4,28.0,71.1,19.9
2025-04-03,8.3,12.7,24.5,71.0,16.4
2025-04-04,17.5,17.2,28.5,72.5,11.6
2025-04-05,5.0,5.7,28.3,78.2,15.6
2025-04-06,14.3,21.2,29.7,68.0,10.8
2025-04-07,17.0,17.9,31.5,74.1,8.4
2025-04-08,8.7,13.5,30.5,78.0,14.0
2025-04-09,5.0,6.0,28.5,75.9,18.9
2025-04-10,17.4,21.1,27.3,74.6,18.9
2025-04-11,22.8,23.8,32.9,78.9,10.1
2025-04-12,13.9,14.4,29.2,60.6,12.9
2025-04-13,20.8,25.9,29.2,77.8,8.2
2025-04-14,7.5,7.4,29.2,71.4,19.9
2025-04-15,6.1,11.0,29.6,65.7,19.7
2025-04-16,23.5,25.4,29.1,77.7,14.7
2025-04-17,5.0,9.7,28.6,82.2,17.1
2025-04-18,13.3,15.4,28.7,74.9,15.7
2025-04-19,16.4,21.8,29.5,80.6,13.9
2025-04-20,30.8,29.2,28.8,84.1,5.8
2025-04-21,22.8,28.6,28.6,82.9,11.8
2025-04-22,7.5,10.5,29.9,84.7,15.1
2025-04-23,16.7,15.8,29.4,80.5,15.2
2025-04-24,21.2,25.4,32.1,77.4,10.6
2025-04-25,14.4,17.6,26.0,69.2,19.1
2025-04-26,27.7,24.0,31.6,76.2,7.5
2025-04-27,14.2,17.7,31.9,73.5,12.5
2025-04-28,15.8,21.9,27.0,88.8,15.4
2025-04-29,21.8,28.7,29.7,77.2,15.5
2025-04-30,23.6,25.4,29.7,79.0,14.7
2025-05-01,25.6,27.9,28.2,81.3,9.1
2025-05-02,25.5,27.1,29.2,79.0,7.3
2025-05-03,20.2,27.6,28.7,87.4,14.5
2025-05-04,26.5,26.8,33.1,76.1,14.0
2025-05-05,28.0,28.1,31.9,80.4,7.7
2025-05-06,17.1,17.7,32.5,75.9,15.6
2025-05-07,19.9,17.9,31.7,73.2,11.8
2025-05-08,16.1,19.8,29.0,76.9,15.0
2025-05-09,28.8,37.2,29.9,80.0,17.6
2025-05-10,34.2,35.1,31.5,78.2,7.5
2025-05-11,31.9,30.4,29.0,77.1,5.3
2025-05-12,21.8,25.7,31.9,73.7,16.7
2025-05-13,23.0,27.6,30.5,80.5,14.1
2025-05-14,31.3,33.9,30.4,73.6,15.5
2025-05-15,32.9,40.7,32.1,85.0,17.6
2025-05-16,21.5,22.5,31.7,81.8,17.0
2025-05-17,29.5,32.5,30.5,74.3,19.4
2025-05-18,28.8,32.3,32.9,80.2,13.0
2025-05-19,28.8,32.4,29.6,78.1,12.3
2025-05-20,38.2,40.6,32.1,83.7,11.0
2025-05-21,33.5,31.1,32.1,88.9,7.3
2025-05-22,31.9,41.7,30.8,73.0,13.6
2025-05-23,34.6,35.7,31.8,83.1,9.2
2025-05-24,18.0,22.0,29.5,81.8,18.8
2025-05-25,31.5,36.1,32.8,86.1,13.7
2025-05-26,27.7,28.6,31.2,84.0,13.9
2025-05-27,27.1,29.3,30.7,79.3,10.3
2025-05-28,35.3,34.5,33.1,81.6,5.8
2025-05-29,36.1,38.4,30.5,79.3,5.5
2025-05-30,38.5,40.0,29.5,88.8,11.4
2025-05-31,33.0,35.0,29.3,83.6,6.3
2025-06-01,27.5,27.1,32.5,93.1,14.1
2025-06-02,30.6,31.7,29.7,83.4,18.2
2025-06-03,23.4,22.9,34.3,80.3,18.2
2025-06-04,30.1,30.9,28.6,76.4,14.9
2025-06-05,30.9,24.8,34.3,75.0,8.2
2025-06-06,36.1,38.8,32.1,76.2,17.9
2025-06-07,29.1,31.2,31.6,85.5,18.3
2025-06-08,39.0,41.0,31.0,86.8,7.9
2025-06-09,38.4,41.8,32.4,76.5,16.1
2025-06-10,34.7,40.3,31.8,88.9,9.3
2025-06-11,31.5,42.7,33.5,82.1,17.0
2025-06-12,25.4,32.8,32.1,85.3,20.0
2025-06-13,36.5,36.2,32.1,92.7,5.5
2025-06-14,27.4,29.6,31.4,89.2,18.5
2025-06-15,33.6,39.1,31.8,83.4,14.3
2025-06-16,30.5,29.4,32.4,80.3,19.6
2025-06-17,40.8,42.3,29.4,74.1,12.0
2025-06-18,29.8,32.6,29.9,81.3,17.7
2025-06-19,45.2,48.2,33.1,83.8,5.9
2025-06-20,43.4,47.2,32.2,80.0,10.0
2025-06-21,41.6,40.6,31.7,84.3,6.0
2025-06-22,29.1,31.8,32.0,85.3,19.6
2025-06-23,35.8,40.6,32.5,83.9,17.3
2025-06-24,34.3,35.5,31.2,81.7,17.8
2025-06-25,35.2,42.6,30.8,85.8,19.1
2025-06-26,52.2,55.3,32.3,87.2,6.3
2025-06-27,42.0,44.7,30.5,79.5,10.8
2025-06-28,41.2,43.5,32.6,92.0,6.1
2025-06-29,39.1,39.4,29.4,84.5,8.2
2025-06-30,39.2,39.0,33.5,85.1,8.4
2025-07-01,33.0,34.2,32.7,88.5,12.0
2025-07-02,47.8,51.1,32.4,86.1,9.0
2025-07-03,33.7,35.6,33.4,89.7,6.5
2025-07-04,47.0,47.2,34.5,86.3,7.5
2025-07-05,41.0,44.7,33.5,81.8,7.2
2025-07-06,32.5,35.9,29.2,86.6,19.6
2025-07-07,34.0,35.2,30.0,79.0,16.4
2025-07-08,42.7,47.3,31.0,85.2,19.5
2025-07-09,42.0,41.3,31.9,84.5,11.6
2025-07-10,48.0,44.7,32.7,83.5,9.2
2025-07-11,44.3,47.7,30.8,83.9,17.0
2025-07-12,45.2,45.2,32.1,75.0,9.9
2025-07-13,38.1,39.3,30.7,81.6,9.5
2025-07-14,43.5,42.3,30.9,84.7,8.5
2025-07-15,42.2,47.2,29.7,85.0,6.9
2025-07-16,42.5,42.3,30.4,79.0,8.8
2025-07-17,42.2,43.0,29.7,90.4,10.3
2025-07-18,39.3,43.4,30.3,79.6,15.1
2025-07-19,48.4,45.5,33.3,88.7,5.9
2025-07-20,47.7,44.9,30.2,85.9,8.2
2025-07-21,37.6,42.1,35.6,80.4,17.1
2025-07-22,47.0,47.1,32.3,92.4,7.2
2025-07-23,41.3,40.7,31.9,77.4,10.1
2025-07-24,43.3,48.7,30.3,87.9,18.0
2025-07-25,42.4,41.4,32.6,88.2,7.3
2025-07-26,52.8,53.3,30.6,79.7,6.2
2025-07-27,33.6,33.3,31.6,89.9,12.3
2025-07-28,42.0,44.8,35.2,81.5,9.5
2025-07-29,38.8,45.5,31.2,84.1,13.5
2025-07-30,38.9,36.7,33.1,83.8,17.1
2025-07-31,49.9,51.7,30.2,81.7,7.1
2025-08-01,33.5,38.8,31.2,86.3,13.7
2025-08-02,35.0,36.3,33.9,86.0,12.6
2025-08-03,39.1,37.1,30.2,73.2,7.2
2025-08-04,45.3,49.5,33.9,88.3,14.4
2025-08-05,45.8,50.6,32.2,73.3,9.1
2025-08-06,34.9,40.0,30.2,86.6,12.3
2025-08-07,42.8,45.1,31.9,86.9,6.2
2025-08-08,47.3,50.0,32.4,75.6,11.9
2025-08-09,41.4,40.6,31.8,78.8,9.6
2025-08-10,35.1,41.2,28.5,75.2,17.3
2025-08-11,41.5,45.1,29.7,79.5,5.9
2025-08-12,35.8,34.7,30.4,78.8,11.3
2025-08-13,45.7,49.2,30.6,84.1,11.9
2025-08-14,44.5,49.7,31.6,86.5,15.9
2025-08-15,32.8,38.2,30.9,86.8,13.6
2025-08-16,44.5,47.2,28.6,76.8,15.0
2025-08-17,33.3,34.1,31.1,78.3,16.7
2025-08-18,37.9,40.0,31.4,70.8,17.9
2025-08-19,48.3,47.2,31.2,74.9,9.7
2025-08-20,36.7,39.2,32.0,83.6,13.1
2025-08-21,31.6,34.4,31.5,86.6,17.6
2025-08-22,36.7,47.1,30.9,72.2,19.8
2025-08-23,27.8,34.2,30.1,75.2,18.3
2025-08-24,44.8,49.8,27.6,77.8,10.6
2025-08-25,41.5,44.5,30.7,79.1,7.9
2025-08-26,34.7,36.1,30.3,73.4,12.3
2025-08-27,30.7,33.1,30.3,79.4,16.1
2025-08-28,30.0,31.9,28.0,74.6,12.4
2025-08-29,33.8,36.8,28.2,76.7,12.2
2025-08-30,30.4,35.1,31.3,79.3,17.6
2025-08-31,32.1,34.2,29.6,76.3,10.4
2025-09-01,31.2,33.9,30.6,73.9,17.9
2025-09-02,38.8,39.2,29.6,75.3,11.1
2025-09-03,36.0,33.8,29.5,75.2,9.9
2025-09-04,38.7,44.9,30.8,73.5,11.8
2025-09-05,27.3,37.2,28.6,73.8,16.4
2025-09-06,42.8,47.8,29.4,82.9,6.9
2025-09-07,37.7,35.6,28.5,77.4,7.9
2025-09-08,35.9,42.1,28.5,72.9,19.3
2025-09-09,48.8,53.4,28.6,77.6,7.6
2025-09-10,29.8,31.3,29.4,72.2,13.5
2025-09-11,28.8,33.0,28.3,79.5,13.7
2025-09-12,30.9,32.0,30.8,75.2,12.3
2025-09-13,33.2,40.7,27.5,72.6,14.7
2025-09-14,41.2,44.0,28.5,75.1,8.4
2025-09-15,28.1,28.0,28.0,64.8,13.3
2025-09-16,34.9,39.0,30.8,66.7,10.6
2025-09-17,28.5,34.7,28.9,66.2,14.9
2025-09-18,37.5,39.5,30.0,72.6,7.1
2025-09-19,35.7,39.8,26.2,80.3,13.6
2025-09-20,30.9,32.3,28.8,82.5,7.8
2025-09-21,23.1,21.5,29.6,74.3,9.2
2025-09-22,35.6,36.8,28.3,73.3,8.3
2025-09-23,28.9,32.1,29.8,61.6,7.7
2025-09-24,23.7,26.8,27.3,67.6,17.4
2025-09-25,34.6,38.8,30.1,66.1,9.3
2025-09-26,24.0,26.6,31.4,66.7,18.9
2025-09-27,20.8,23.8,27.3,68.7,19.5
2025-09-28,23.0,28.2,27.1,66.9,13.6
2025-09-29,16.9,19.0,29.9,59.1,7.1
2025-09-30,30.4,31.3,30.0,72.5,10.6
2025-10-01,21.1,27.6,26.8,63.2,17.0
2025-10-02,34.0,34.1,26.9,69.5,10.5
2025-10-03,30.5,29.6,27.0,78.4,6.3
2025-10-04,21.3,15.5,25.4,63.2,13.4
2025-10-05,26.3,28.2,26.0,54.8,17.7
2025-10-06,25.8,33.1,25.8,65.8,16.9
2025-10-07,25.3,20.6,26.0,72.5,7.6
2025-10-08,25.6,25.7,27.1,76.5,15.1
2025-10-09,23.4,26.4,27.4,60.3,8.3
2025-10-10,25.8,20.7,29.3,68.7,8.3
2025-10-11,20.0,22.1,25.4,63.7,18.1
2025-10-12,28.0,33.2,28.3,65.2,8.7
2025-10-13,25.3,33.2,26.5,78.7,8.9
2025-10-14,25.3,27.2,26.7,57.7,5.0
2025-10-15,20.7,21.5,27.7,66.3,18.1
2025-10-16,15.0,15.5,24.9,67.1,16.9
2025-10-17,14.1,17.4,27.1,69.9,14.4
2025-10-18,12.8,16.9,26.7,64.8,16.3
2025-10-19,31.9,38.9,27.1,65.6,7.3
2025-10-20,14.8,20.1,26.8,61.8,11.9
2025-10-21,25.5,27.8,30.0,64.9,10.3
2025-10-22,16.3,16.6,25.3,61.6,6.4
2025-10-23,18.9,30.4,25.4,66.2,12.3
2025-10-24,12.8,18.4,25.2,61.0,18.8
2025-10-25,29.2,28.3,25.2,64.5,5.6
2025-10-26,14.6,15.8,25.0,62.3,9.4
2025-10-27,13.2,12.2,27.7,67.8,8.1
2025-10-28,17.1,11.6,28.0,61.7,8.6
2025-10-29,18.5,23.1,24.9,52.9,18.6
2025-10-30,9.1,16.8,24.5,67.9,12.0
2025-10-31,5.0,5.0,26.4,56.8,12.0
2025-11-01,10.4,13.9,24.8,57.9,16.4
2025-11-02,21.7,21.1,26.5,57.9,7.3
2025-11-03,6.6,10.6,25.8,67.6,12.3
2025-11-04,17.9,19.7,23.2,49.8,11.4
2025-11-05,5.0,5.0,27.7,76.0,14.0
2025-11-06,5.0,6.1,28.1,65.4,20.0
2025-11-07,11.0,11.8,24.4,61.0,16.5
2025-11-08,5.5,11.8,24.7,59.5,11.0
2025-11-09,6.7,14.0,25.6,61.0,17.4
2025-11-10,19.2,19.8,25.7,62.0,7.6
2025-11-11,16.7,21.5,26.1,62.4,5.5
2025-11-12,8.4,9.5,28.1,61.8,8.1
2025-11-13,17.8,18.8,24.8,59.3,10.1
2025-11-14,11.2,13.9,23.8,57.7,12.7
2025-11-15,5.0,8.7,22.9,57.7,14.2
2025-11-16,6.7,8.8,23.8,57.4,18.7
2025-11-17,5.0,7.6,24.8,63.8,12.6
2025-11-18,7.2,12.0,27.5,61.0,12.5
2025-11-19,18.1,19.6,24.0,43.2,5.8
2025-11-20,8.3,9.5,25.1,61.0,5.5
2025-11-21,5.0,9.1,24.7,58.5,13.3
2025-11-22,13.4,17.7,26.4,57.3,11.6
2025-11-23,6.7,10.0,28.4,55.3,17.6
2025-11-24,7.5,7.6,23.8,62.8,7.4
2025-11-25,13.6,15.2,23.8,61.8,5.4
2025-11-26,5.0,5.0,26.1,53.0,11.7
2025-11-27,6.9,8.0,25.5,58.8,8.6
2025-11-28,8.3,5.0,27.2,51.8,5.7
2025-11-29,5.0,5.0,25.3,49.6,15.9
2025-11-30,9.3,5.1,23.8,53.3,6.7
2025-12-01,5.0,11.0,25.2,60.6,14.1
2025-12-02,5.0,6.9,26.0,61.0,9.2
2025-12-03,6.9,5.0,25.5,58.7,7.6
2025-12-04,11.6,15.2,25.0,59.6,10.7
2025-12-05,5.0,11.4,25.8,58.5,17.0
2025-12-06,5.0,8.7,26.0,52.6,10.9
2025-12-07,5.0,7.7,26.3,57.9,16.3
2025-12-08,5.0,7.1,25.2,59.7,6.9
2025-12-09,5.0,11.0,23.9,59.4,16.6
2025-12-10,6.7,7.0,24.4,61.5,8.6
2025-12-11,5.0,8.1,25.9,59.0,15.2
2025-12-12,5.0,6.9,22.9,57.2,13.5
2025-12-13,5.0,5.0,24.6,60.7,18.9
2025-12-14,5.0,9.9,23.5,55.2,10.8
2025-12-15,5.0,12.4,24.1,50.8,6.0
2025-12-16,5.1,5.0,26.0,54.4,5.3
2025-12-17,5.0,11.4,24.3,51.4,17.4
2025-12-18,5.0,5.0,24.1,51.7,12.9
2025-12-19,6.8,10.5,22.0,54.4,16.6
2025-12-20,7.3,13.5,25.1,51.1,8.5
2025-12-21,5.0,5.5,25.0,53.5,10.2
2025-12-22,5.3,6.4,27.3,45.6,5.5
2025-12-23,5.0,5.0,23.5,56.1,19.4
2025-12-24,5.0,6.0,24.3,55.0,15.0
2025-12-25,5.0,5.0,24.4,50.9,19.0
2025-12-26,5.0,8.1,26.4,58.3,9.0
2025-12-27,5.0,10.3,23.9,59.7,14.2
2025-12-28,5.0,7.4,24.4,47.0,15.2
2025-12-29,5.0,7.8,24.9,51.2,9.8
2025-12-30,5.0,7.6,24.3,51.2,17.7
2025-12-31,5.0,11.1,23.3,50.4,19.2
2026-01-01,5.0,9.0,24.3,59.2,18.3
2026-01-02,5.0,5.0,25.6,54.2,16.1
2026-01-03,5.0,9.7,22.5,53.8,9.2
2026-01-04,5.0,5.7,24.3,45.2,9.2
2026-01-05,5.0,5.1,23.0,58.4,19.5
2026-01-06,5.0,5.0,25.9,49.1,5.2
2026-01-07,5.0,5.0,21.8,55.6,15.7
2026-01-08,5.0,5.0,23.3,56.8,15.6
2026-01-09,5.0,8.3,24.7,62.3,14.3
2026-01-10,5.0,9.7,26.5,49.0,19.9
2026-01-11,8.0,10.9,24.1,40.5,9.7
2026-01-12,5.0,7.0,23.3,56.6,10.1
2026-01-13,5.0,5.0,27.0,64.8,6.2
2026-01-14,5.0,7.2,22.1,62.0,11.6
2026-01-15,5.0,5.5,20.9,57.0,8.9
2026-01-16,5.0,5.0,24.9,53.6,10.2
2026-01-17,5.0,6.2,23.5,60.1,17.5
2026-01-18,5.0,11.5,22.8,51.3,19.0
2026-01-19,5.0,11.3,25.4,58.7,7.8
2026-01-20,5.0,9.1,24.7,58.9,10.6
2026-01-21,5.0,13.4,23.6,61.8,18.9
2026-01-22,5.0,6.4,22.5,70.4,5.9
2026-01-23,5.0,11.5,25.8,58.7,6.4
2026-01-24,5.0,12.7,25.5,54.3,7.4
2026-01-25,5.0,5.0,24.4,56.9,13.9
2026-01-26,5.0,7.1,27.3,48.3,7.3
2026-01-27,5.0,9.2,23.0,53.8,19.5
2026-01-28,7.5,8.5,22.4,55.4,11.7
2026-01-29,5.0,9.0,23.6,54.9,12.5
2026-01-30,5.0,6.9,24.7,58.5,8.7
2026-01-31,5.0,5.2,25.1,53.8,12.1
2026-02-01,5.0,7.9,24.4,63.6,14.9
2026-02-02,5.0,11.9,25.4,58.2,16.3
2026-02-03,5.0,8.8,23.0,58.3,16.3
2026-02-04,5.0,9.6,27.1,56.9,13.7
2026-02-05,5.0,7.9,24.9,59.4,18.6
2026-02-06,5.0,9.8,26.7,63.0,17.3
2026-02-07,5.0,5.0,25.6,54.7,16.4
2026-02-08,5.0,5.0,25.8,55.9,5.8
2026-02-09,7.9,8.6,26.0,57.9,5.1
2026-02-10,5.0,5.0,25.9,52.8,8.2
2026-02-11,5.0,5.5,26.2,55.6,15.0
2026-02-12,5.0,8.2,27.3,57.5,11.2
2026-02-13,5.0,7.6,25.7,64.5,11.0
2026-02-14,5.0,11.1,26.5,61.6,18.3
2026-02-15,5.0,6.9,25.3,61.5,18.4
2026-02-16,5.0,8.9,27.7,65.0,18.6
2026-02-17,5.0,5.0,24.6,60.2,9.7
2026-02-18,5.0,10.2,28.3,63.1,15.4
2026-02-19,5.0,10.4,25.6,60.8,9.1
2026-02-20,5.0,8.0,23.6,62.9,7.9
2026-02-21,5.0,9.7,26.0,58.9,7.8
2026-02-22,5.0,7.1,24.8,49.8,10.1
2026-02-23,5.0,9.7,27.2,61.5,11.4
2026-02-24,5.0,8.7,25.0,69.5,17.5
2026-02-25,5.0,5.0,25.4,67.3,6.8
2026-02-26,5.0,8.9,23.3,67.7,16.0
2026-02-27,5.0,5.0,25.5,69.3,13.0
2026-02-28,13.1,22.0,22.6,63.8,9.3
2026-03-01,8.2,9.7,23.9,64.6,12.4
2026-03-02,5.0,8.8,27.5,60.7,9.5
2026-03-03,5.0,7.8,27.6,62.5,13.9
2026-03-04,5.0,5.0,27.1,67.4,11.5
2026-03-05,9.0,5.0,25.1,70.5,7.5
2026-03-06,6.0,9.6,26.5,64.1,6.7
2026-03-07,6.1,13.4,26.7,62.7,13.2
2026-03-08,8.3,9.8,25.0,65.2,18.5
2026-03-09,5.0,5.0,29.1,68.5,10.2
2026-03-10,5.0,7.2,28.2,58.5,16.0
2026-03-11,5.0,5.2,26.6,54.5,14.9
2026-03-12,5.0,6.8,27.0,63.5,19.0
2026-03-13,5.0,10.3,27.4,60.4,17.3
2026-03-14,5.0,7.5,24.1,64.2,13.5
2026-03-15,9.3,9.8,26.8,66.2,14.9
2026-03-16,5.0,10.5,26.2,65.0,18.5
2026-03-17,6.6,10.8,25.8,74.8,11.0
2026-03-18,5.0,6.0,27.0,69.4,9.9
2026-03-19,12.0,13.4,30.2,69.5,5.2
2026-03-20,5.3,10.4,28.5,71.4,17.4
2026-03-21,5.0,9.7,26.7,62.8,17.0
2026-03-22,5.9,7.3,28.5,74.0,6.6
2026-03-23,5.0,12.0,29.8,68.7,13.7
2026-03-24,14.7,18.8,29.2,72.6,12.0
2026-03-25,14.5,14.5,28.0,64.2,6.8
2026-03-26,7.4,10.0,27.0,62.0,19.7
2026-03-27,12.8,12.8,29.1,74.2,8.2
2026-03-28,18.0,21.0,28.7,72.2,6.0
2026-03-29,6.6,7.5,29.5,66.1,13.9
2026-03-30,5.0,6.9,29.2,66.5,16.1
2026-03-31,18.9,23.2,29.9,76.7,5.5
2026-04-01,14.7,18.3,27.6,65.4,14.9
2026-04-02,5.0,11.2,30.4,79.8,13.0
2026-04-03,13.5,17.2,28.8,67.4,6.5
2026-04-04,14.4,12.4,31.7,75.3,7.6
2026-04-05,19.4,21.8,27.6,70.7,13.5
2026-04-06,17.3,22.2,31.3,75.6,9.4
2026-04-07,5.0,5.1,29.1,70.2,19.1
2026-04-08,9.0,13.7,27.9,72.3,17.3
2026-04-09,6.5,10.3,28.2,73.6,19.8
2026-04-10,11.5,8.0,28.5,68.6,8.9
2026-04-11,7.8,12.1,29.7,77.6,19.5
2026-04-12,14.4,14.2,29.9,71.6,11.5
2026-04-13,15.3,13.8,28.3,73.2,10.2
2026-04-14,19.4,20.6,29.2,69.7,5.8
2026-04-15,30.0,25.4,32.5,62.1,5.8
2026-04-16,12.4,13.4,32.0,74.2,15.4
2026-04-17,16.3,26.4,30.1,87.4,11.9
2026-04-18,19.8,23.4,29.6,79.5,8.4
2026-04-19,13.7,13.9,29.7,75.7,14.2
2026-04-20,21.5,27.5,30.5,74.8,8.8
2026-04-21,17.8,17.6,28.2,76.4,13.7
2026-04-22,20.6,21.1,29.4,79.3,10.4
2026-04-23,11.6,11.7,27.3,70.9,17.4
2026-04-24,14.2,18.4,30.5,82.6,17.3
